宿名,楽天ID,じゃらんID,緯度,経度,住所,電話番号,
ｂｎｂ＋　Ａｓａｋｕｓａ　Ｋｕｒａｍａｅ,168693,,,35.7067329,139.790584,東京都台東区寿1-5-10　1510ビル4Ｆ,050-5527-9341
Ａｓａｋｕｓａ　Ｓｋｙ　Ｔｏｋｙｏ　Ｃｏｎｄｏｍｉｎｉｕｍ　ｈｏｔｅｌ,198634,,,35.7103634,139.8070132,東京都墨田区向島1-24-13,050-3615-7129
Ｎｏｍａｄ　Ｈｏｓｔｅｌ　Ｃｌａｓｓｉｃ,181350,,,35.7058512,139.8005809,東京都墨田区東駒形2-9-14,03-0000-0000
イルニード／民泊,189331,,,35.70611815,139.8014432,東京都墨田区東駒形2-7-3　イルニード,050-5444-6620
ホテルマイステイズ上野稲荷町,28559,,,35.71169473,139.7852298,東京都台東区松ヶ谷1-5-7,03-3842-0701
ファミリー＆バックパック東京ホステル,41398,,,35.72368799,139.7914788,東京都台東区竜泉3-12-5,03-3875-3264
トーセイホテルココネ浅草蔵前,179101,,,35.7051971,139.7937896,東京都台東区駒形2-3-3,03-3842-5541
Ｌａ　Ｋｒａｓｓｅ　Ｓｋｙｔｒｅｅ／民泊,185158,,,35.7096793,139.8073429,東京都墨田区吾妻橋3-4-7　Ｌａ　Ｋｒａｓｓｅ　Ｓｋｙｔｒｅｅ,080-9706-1168
宿家　いろは,183989,,,35.7239367,139.8019683,東京都台東区清川1-8-5,050-8880-4077
ホステル蔵,165760,,,35.71257905,139.7845435,東京都台東区東上野6-6-9,03-6231-6691
ＴＨＥＧＲＡＴＩＡＳＨＯＴＥＬＡＳＡＫＵＳＡＲＥＳＩＤＥＮＣＥ,180060,,,35.7053169,139.8012191,東京都墨田区東駒形2-3-11,03-6911-0577
Ｍｉｎｎ　浅草蔵前　Ｓｔａｔｉｏｎ,193209,,,35.7049346,139.7935477,東京都台東区蔵前2-17-10,050-1808-4038
Ｔｏｕｃｈ　ａｎｄ　Ｇｏ　Ａｚｕｍａｂａｓｈｉ,180605,,,35.70936877,139.8073436,東京都墨田区吾妻橋3-4-6,050-5892-8478
寅ホテル　浅草寺　ＴＯＲＡ　ＨＯＴＥＬ　ＳＥＮＳＯＪＩ　＾,186182,,,35.7246958,139.7935955,東京都台東区千束4-46-10　Ｒｅｇｎｏｃｏｍｆｏｒｔ　Ａｓａｋｕｓａ　ＩＩＩ,080-9655-8053
ホステルイン東京蔵前,180381,,,35.7054804,139.7915587,東京都台東区蔵前3-19-10,03-6277-8995
ＥＬＥ　Ｈｏｔｅｌ　東上野,188071,,,35.7125777,139.784355,東京都台東区東上野6-7-10,358306587
ＫＡＩＫＡ　ＴＯＫＹＯ　ｂｙ　ＴＨＥ　ＳＨＡＲＥ　ＨＯＴＥＬＳ,178476,,,35.70491215,139.8002496,東京都墨田区本所2-16-5,03-3625-2165
ＰＡＮＡＳＯＮＩＣ　ＨＯＭＥＳ　新築注文住宅一軒家４０ｍ／浅草まで７分／駅まで４分／光ネット付　＾,190480,,,35.7060502,139.8034721,東京都墨田区東駒形3-7-3　Ｐｒｉｖａｔｅ　Ｈｏｔｅｌ　Ａｓａｋｕｓａ,080-6982-8905
上野悠悠之家民宿／民泊,190562,,,35.7161218,139.7840297,東京都台東区北上野2-4-9　上野悠悠之家,070-8960-5885
サクラクロスホテル上野入谷アネックス,183574,,,35.7209752,139.7863866,東京都台東区入谷1-21-7,070-5264-1544
コマツヤ,166966,,,35.71170354,139.8089862,東京都墨田区向島3-45-3,090-2283-3436
Ｇｒｅｅｎ　ホテル,167511,,,35.7117073,139.7843925,東京都台東区東上野6-4-4,090-6562-8806
ｓｋｙｔｒｅｅ真下の一軒家を丸々貸切！ｓｋｙｔｒｅｅ徒歩１分、浅草寺１５分、羽田成田空港渋谷日光　＾,171512,,,35.71130477,139.8088586,東京都墨田区向島3-46-2　Ｈｏｔｅｌ　ｃｈｅｎ＇ｓ　ｈｏｕｓｅ,080-8718-8451
Ｍｉｎｎ上野入谷,178991,,,35.72205672,139.7873333,東京都台東区入谷2-34-5,050-3116-4189
ホステルイン東京浅草ＥＡＳＴ,192895,,,35.7059922,139.8038537,東京都墨田区東駒形3-7-6,080-7005-5322
Ｌａ　Ｒｅｓｉｄｅｎｃｅ　Ｅａｓｔ　Ｔｏｋｙｏ１０１／民泊,194965,,,35.7142952,139.809877,東京都墨田区向島3-17-9　Ｌａ　Ｒｅｓｉｄｅｎｃｅ　Ｅａｓｔ　Ｔｏｋｙｏ101,050-1721-4419
Ｌａ　Ｒｅｓｉｄｅｎｃｅ　Ｅａｓｔ　Ｔｏｋｙｏ３０２／民泊,194970,,,35.71429084,139.8098824,東京都墨田区向島3-17-9　Ｌａ　Ｒｅｓｉｄｅｎｃｅ　Ｅａｓｔ　Ｔｏｋｙｏ302,050-1721-4419
Ｌａ　Ｒｅｓｉｄｅｎｃｅ　Ｅａｓｔ　Ｔｏｋｙｏ２０１／民泊,194966,,,35.71428213,139.809885,東京都墨田区向島3-17-9　Ｌａ　Ｒｅｓｉｄｅｎｃｅ　Ｅａｓｔ　Ｔｏｋｙｏ201,050-1721-4419
Ｌａ　Ｒｅｓｉｄｅｎｃｅ　Ｅａｓｔ　Ｔｏｋｙｏ１０２／民泊,194968,,,35.71430391,139.8098931,東京都墨田区向島3-17-9　Ｌａ　Ｒｅｓｉｄｅｎｃｅ　Ｅａｓｔ　Ｔｏｋｙｏ102,050-1721-4419
Ｂｌｄｇ　Ｅ．　Ｔｏｋｙｏ２０２／民泊,194969,,,35.71428867,139.8098931,東京都墨田区向島3-17-9　Ｂｌｄｇ　Ｅ．　Ｔｏｋｙｏ２０２,050-1721-4419
Ｌａ　Ｒｅｓｉｄｅｎｃｅ　Ｅａｓｔ　Ｔｏｋｙｏ３０１／民泊,194967,,,35.71428649,139.8098931,東京都墨田区向島3-17-9　Ｌａ　Ｒｅｓｉｄｅｎｃｅ　Ｅａｓｔ　Ｔｏｋｙｏ301,050-1721-4419
入谷ステーションホテル,16358,,,35.721327,139.7860349,東京都台東区入谷1-25-1,03-3872-7111
ＬＩＦＥ　ＴＯＷＮ　ＯＳＨＩＡＧＥ／民泊,195364,,,35.713775,139.8100788,東京都墨田区向島3-26-2 LIFE TOWN OSHIAGE 102.201.202.301.302.401.402.501.502号室　LIFE TOWN OSHIAGE,050-1741-0183
Ｒｙｕｓｅｉ＇ｓ　Ｈｏｕｓｅ／民泊,175287,,,35.7210501,139.7856546,東京都台東区入谷1-19-5 Ryusei′s House,050-5444-6620
ベッセルイン上野入谷駅前（上野・入谷・鶯谷）,15314,,,35.72140754,139.7859599,東京都台東区入谷1-25-6,03-5603-7411
宿家　白堤庵,183889,,,35.725556,139.7992512,東京都台東区日本堤1-3-4,050-8880-4077
Ｆａｂｒｉｃ　Ｈｏｔｅｌ　＾,199868,,,35.7174029,139.80987,東京都墨田区向島5-23-1,080-8887-3198
ホテルマイステイズ浅草,28096,,,35.70378761,139.7975679,東京都墨田区本所1-21-11,03-3626-2443
Ｐｅｎｔｈｏｕｓｅ　Ｕｅｎｏ／民泊,199688,,,35.7131298,139.783182,東京都台東区東上野6-10-8　リードシー東上野 8階+9階,070-4474-0102
ＡｉｒＳｔａｙ入谷／民泊,170630,,,35.7195331,139.7843093,東京都台東区北上野2-30-7　ファイン北上野ビル3階,050-5444-6620
ＴＨＥ　ＢＯＮＤＳ　ＨＯＴＥＬ　ＴＯＫＹＯ　＾,184953,,,35.711939,139.8099405,東京都墨田区向島3-43-4　ＴＨＥ　ＢＯＮＤＳ　ＨＯＴＥＬ　ＴＯＫＹＯ,070-7475-5217
Ｍｉｎｉ　Ｓｔｕｄｉｏ　ｗｉｔｈ　ｌｏｆｔ　ｓｋｙｔｒｅｅと浅草徒歩１０分、羽田成田空港直通　＾,171511,,,35.7054339,139.8041219,東京都墨田区東駒形3-3-8　ＫＩＫＯ　ＨＯＵＳＥ,080-8718-8451
Ｎｕｉ．ＨＯＳＴＥＬ　＆　ＢＡＲ　ＬＯＵＮＧＥ,164563,,,35.7038859,139.7933951,東京都台東区蔵前2-14-13,03-6240-9854
Ｚ＆Ｚ　Ｉｎｎ　Ｈｏｎｊｏ－Ａｚｕｍａｂａｓｈｉ　＾,169122,,,35.7046991,139.8029302,東京都墨田区本所3-27-1,070-7475-5217
浅草エイト,178197,,,35.70881791,139.7848693,東京都台東区元浅草1-14-13,050-3615-7129
サウナセンター　稲荷町,137441,,,35.71173356,139.7832383,東京都台東区東上野6-2-8,03-3841-2555
アパホテル〈上野　稲荷町駅北〉（全室禁煙）,171999,,,35.71357254,139.7826987,東京都台東区東上野5-10-8,0570-021-511
宿家　龍泉寺町,183766,,,35.72604,139.7939472,東京都台東区竜泉3-28-4,050-8880-4077
ＦＯＣＵＳ　ＫＵＲＡＭＡＥ,168600,,,35.70464278,139.7899689,東京都台東区蔵前4-21-2,03-5829-9980
９ＳＴＡＹ上野入谷,198033,,,35.7241236,139.788306,東京都台東区竜泉1-23,050-1722-8760
ＭｙＣＵＢＥ　ｂｙ　ＭＹＳＴＡＹＳ浅草蔵前（マイキューブバイマイステイズ）,151373,,,35.7038443,139.7919591,東京都台東区蔵前2-6-7,03-5835-3181
ＬＯＦＴ　ＨＯＴＥＬ　ＴＯＫＹＯ　浅草・☆本所吾妻橋駅徒歩５分☆東京スカイツリー、浅草、秋葉　＾,170536,,,35.704933,139.80429,東京都墨田区本所3-23-3　ＬＯＦＴ　ＨＯＴＥＬ　ＴＯＫＹＯ　Ａｓａｋｕｓａ,050-5433-3048
２０２１年新築　鉄筋コンクリート造　＾,170209,,,35.7263232,139.7946763,東京都台東区竜泉3-30-3　Ｈｏｔｅｌ　ｅｍｉｒ,050-5444-6620
ＨＯＴＥＬ　ＥＭＩＲ,182822,,,35.7263232,139.7946763,東京都台東区竜泉3-30-3,03-6802-3081
ホテル心心樂（ＣＯＣＯＲＯ　ＩＮＮ）,172883,,,35.70454959,139.7898863,東京都台東区蔵前4-20-7,8038440702
新御徒町駅６分／ＭＡＸ１２名／７２平米／浅草上野スカイツリー至近　＾,194983,,,35.7060036,139.7872854,東京都台東区三筋2-15-10　高岡ビル,080-9067-0007
木村ビル,197539,,,35.7064725,139.8068433,東京都墨田区東駒形4-11-6,080-8500-9217
宿家　夢路,183992,,,35.7265179,139.7972434,東京都台東区日本堤1-35-12,050-8880-4077
Ｌｉｎｋｓ　Ｈｏｔｅｌ　上野,198425,,,35.7134172,139.782292,東京都台東区東上野5-11-9,03-5246-3771
ビジネスホテル　福田屋＜台東区＞,5589,,,35.72591024,139.8017,東京都台東区清川1-35-11,03-3872-1091
ＡＫＡＲＩＹＡ　ＡＳＡＫＵＳＡ（燈屋浅草）　＾,190605,,,35.7040595,139.8028198,東京都墨田区本所3-16-6　Ｈｏｒｉｚｏｎ　Ｂｌｅｕ　Ａｓａｋｕｓａ,070-9103-2871
Ｈｏｒｉｚｏｎ　Ｂｌｅｕ　Ａｓａｋｕｓａ　＾,195032,,,35.7040595,139.8028198,東京都墨田区本所3-16-6　Ｈｏｒｉｚｏｎ　Ｂｌｅｕ　Ａｓａｋｕｓａ　102号室,070-4805-6199
カンガルーホテル,74688,,,35.72646568,139.799828,東京都台東区日本堤1-21-11,03-3872-8573
リブマックスホステルズ東京上野,198678,,,35.7192878,139.783071,東京都台東区下谷1-11-16,03-3505-0777
ツクバホテル,20064,,,35.71050591,139.7829717,東京都台東区元浅草2-7-8,03-3834-2556
Ｈｏｓｔｅｌ　ＪＡＺ,184379,,,35.7165153,139.7821367,東京都台東区北上野1-3-5,03-5830-3522
ＭＩＭＡＲＵ東京　上野稲荷町,167323,,,35.71302957,139.7820916,東京都台東区東上野5-8-2,03-5246-4637
ｐｌａｔ　ｈｏｓｔｅｌ　ｋｅｉｋｙｕ　ｍｉｎｏｗａ　ｆｏｒｅｓｔ,172339,,,35.72624343,139.7922769,東京都台東区竜泉3-39-5,03-5849-4851
カンガルーホテルＳＩＤＥ＿Ｂ,151401,,,35.7265175,139.7999878,東京都台東区日本堤1-22-2,03-3872-8572
東横ＩＮＮ浅草蔵前２,180144,,,35.7033713,139.7920279,東京都台東区蔵前2-7-5,03-6899-2045
ホテルリブマックスＢＵＤＧＥＴ東上野,105986,,,35.70682306,139.7855716,東京都台東区元浅草3-5-1,03-3843-2290
ホテルマイステイズ上野入谷口,28894,,,35.71283618,139.7820522,東京都台東区東上野5-5-13,03-3842-2461
ＨＯＴＥＬ　ＷＩＮＤＳ　ＡＳＡＫＵＳＡ　Ｃａｐｓｕｌｅ　Ｉｎｎ,196696,,,35.7070576,139.7851784,東京都台東区元浅草3-6-4　ホテルウィンズ3Ｆ,03-6284-7100
寅ホテル　北上野,180622,,,35.7161145,139.7818261,東京都台東区北上野1-4-4,080-9655-8053
ホテルマイステイズ上野イースト,5627,,,35.71216328,139.7820411,東京都台東区東上野5-5-6,03-5806-2420
ＭＯＮｄａｙ　Ａｐａｒｔ　Ｐｒｅｍｉｕｍ　上野,181988,,,35.7168468,139.7817969,東京都台東区北上野1-7-6,03-5830-2571
１泊１９８０円ホテルＴｏｋｙｏ,145411,,,35.724388,139.7869459,東京都台東区下谷3-10-10,03-6240-6027
ホテル　寿陽,2337,,,35.72681011,139.8007084,東京都台東区清川2-15-3,03-3875-5362
エコノミーホテルほていや,29338,,,35.72689343,139.8003112,東京都台東区日本堤1-23-9 吉野通り前,03-3875-5912
ＭＩＹＡＶＩ　ｈｏｔｅｌ　＾,194156,,,35.706562,139.7851872,東京都台東区三筋2-20-7　柳下ビル　ＭＩＹＡＶＩ　ｈｏｔｅｌ,080-3910-2020
Ｈｏｔｅｌ　Ｃｏｍｆａｃｔ,172209,,,35.71816804,139.7818363,東京都台東区下谷1-3-11,03-6802-7167
ホテルブーゲンビリア三ノ輪,76490,,,35.7265289,139.7911754,東京都台東区竜泉3-44-4,03-3871-5100
ｗｉｎｄ　ｈｏｕｓｅ　＾,185053,,,35.7247056,139.7871606,東京都台東区下谷3-8-1号　ｗｉｎｄ　ｈｏｕｓｅ,03-6273-8085
Ｏｙａｄｏ　Ｄａｎｒａｎ,183347,,,35.7041035,139.8048853,東京都墨田区本所4-19-2,03-6658-4397
古民家改装ゲストハウス　ｔｏｃｏ．,109400,,,35.72188243,139.7838462,東京都台東区下谷2-13-22,03-6458-1686
江戸さくら,142565,,,35.723436,139.785373,東京都台東区下谷3-2-13,03-5808-1730
ホテルリブマックス浅草スカイフロント,151416,,,35.7086801,139.8103906,東京都墨田区業平1-10-4,03-5611-3555
ホテルツーリストイン上野御徒町,167899,,,35.7063134,139.785065,東京都台東区三筋2-20-4,03-5829-8501
東京ＳＡ旅館,173211,,,35.72714668,139.8007707,東京都台東区清川2-15-11,03-6873-4711
ホテル泊屋　上野,176730,,,35.7143691,139.7809109,東京都台東区東上野4-20-4,03-5830-7997
Ｓｋｙ　Ｔｒｅｅ　Ｖｉｅｗ　Ａｓａｋｕｓａ／民泊,194098,,,35.7197766,139.8112725,東京都墨田区向島5-12-12　大津ビル,050-1721-4419
ホテルセイルズ,180320,,,35.72750456,139.7940062,東京都台東区三ノ輪1-2-7,03-4405-3623
東京ひかりゲストハウス,179870,,,35.7027175,139.7911012,東京都台東区蔵前2-1-29,03-5829-4694
Ｍｒ．金太郎ホテル　浅草サウス,183432,,,35.7049044,139.7864665,東京都台東区三筋2-4-10,080-9617-5821
Ｅ１０　ＨＯＳＴＥＬ,197899,,,35.7054162,139.7856827,東京都台東区三筋2-11-2,03-5829-3664
ＯＨＷＡ　ｈｏｓｔｅｌ　ｍｉｎｏｗａ　ｓｔａｔｉｏｎ,191771,,,35.7269684,139.7911406,東京都台東区三ノ輪1-8-4,03-6458-1155
ネストホテルオルト蔵前駅前,182672,,,35.70292869,139.7901952,東京都台東区蔵前3丁目1-1,03-5809-3101
ＴＨＥ　ＳＯＲＡＰＩＡ　ＴＯＫＹＯ,167216,,,35.7201005,139.8113621,東京都墨田区向島5-11-11,06-6260-7868
ＳＨＩＴＡＭＡＣＨＩ　ＢＡＳＥ,153219,,,35.7192516,139.8118039,東京都墨田区向島5-41-3-203,090-5772-2558
Ｂｏｃｃｈｉ　Ｈｏｓｔｅｌ　　　ＰＡＴ　Ｈｏｕｓｅ,191471,,,35.7277143,139.7990214,東京都台東区日本堤2-2-2,03-5808-7830
９ＳＴＡＹ蔵前,197846,,,35.7052568,139.7856033,東京都台東区三筋2-6-6 麻生ビル,050-1722-8760
ホステルイン東京両国,167159,,,35.70169741,139.7977836,東京都墨田区石原1-38-4,080-7005-5322
浅草　原田屋／民泊,195021,,,35.72781769,139.7988814,東京都台東区日本堤2-2-14　Ａｓａｋｕｓａ　Ｈａｒａｄａｙａ,03-3320-7701
リッチモンドホテルプレミア東京スコーレ,148921,,,35.71027513,139.8137826,東京都墨田区押上1-10-3,03-5819-0731
京成リッチモンドホテル東京押上,183299,,,35.71092169,139.8141477,東京都墨田区押上1-8-23,03-6658-5991
スマイルステイ押上,180395,,,35.7076538,139.8133275,東京都墨田区業平3-10-13,03-4405-3691
ＳＨＩＴＡＭＡＣＨＩ　ＰＬＡＣＥ　ＴＯＫＹＯ,189204,,,35.7099183,139.8149176,東京都墨田区押上1-25-4,050-5526-5346
（Ｆ０３９）雅〜ＭＩＹＡＢＩ〜　＾,199681,,,35.7079514,139.8145491,東京都墨田区業平4-10-9　勝田ビル1階,050-8895-1647
寅ホテル　スカイツリー,180624,,,35.7109033,139.8153302,東京都墨田区押上1-21-7　サンポービル5階,080-9655-8053
（Ｆ０２３）ＳＥＩＲＹＵビル２階　＾,195527,,,35.7098647,139.8158909,東京都墨田区押上1-38-4　清流ビル,050-8895-1647
Ｏｃｉｃａ　Ｏｓｈｉａｇｅ　Ｔｏｋｙｏ　ｂｙ　Ｒｈｏｔｅｌ,196512,,,35.7075486,139.815126,東京都墨田区業平4-6-9,03-5637-8115
ＯＮＥ＠Ｔｏｋｙｏ　ｂｙ　ｉｎｓｏｍｎｉａ,162860,,,35.71169797,139.8160277,東京都墨田区押上1-19-3,03-6657-5477
ｒａｋｕｎａ　Ｉｎｎ　河　〜ｏｓｈｉａｇｅ　＾,175781,,,35.7090331,139.816325,東京都墨田区押上1-48-19,070-7475-5217
Ｇｒｅｅｎ　Ｓｅａ　Ｏｓｈｉａｇｅ,182877,,,35.7078034,139.8158346,東京都墨田区業平4-12-7,050-3154-0224
Ｈｏｔｅｌ　Ｃｉｅｌ　Ｈｉｌｌｓ,182676,,,35.7063046,139.8148862,東京都墨田区業平4-2-12,03-6658-8467
ＥＳＴＡＢＬＩＳＨＭＥＮＴ　Ａｓａｋｕｓａ,179014,,,35.7107534,139.8170458,東京都墨田区押上3-28-21,669435011
ＡＥＴ　ＨＯＴＥＬ,166268,,,35.71152418,139.8169131,東京都墨田区押上3-25-17,03-6883-4266
Ｓｋｙ　ｕｐ押上,197538,,,35.7102876,139.8177339,東京都墨田区押上3-30-6,080-8500-9217
蒼空ホテルＳＯＬＡ　ＨＯＴＥＬ　＾,171379,,,35.7074525,139.8170145,東京都墨田区業平5-5-6　蒼空ホテル,090-8305-3218
アメリカン・ヴィンテージ・スイート,181783,,,35.71550794,139.8143167,東京都墨田区向島4-30-5 THOビル2階,06-7167-6048
たちばな,181601,,,35.7151101,139.8153048,東京都墨田区押上2-37-14,070-1369-1334
浅草ＳＡＫＵＲＡ－ＲＹＯＫＡＮ　＾,184992,,,35.7034984,139.8112593,東京都墨田区横川1-8-7　浅草　ＳＡＫＵＲＡ-ＲＹＯＫＡＮ,090-1536-1318
ｒａｋｕｎａ　ｉｎｎ　虹　ｎｉｚｉ〜ｏｓｈｉａｇｅ２　＾,195238,,,35.7103594,139.8189015,東京都墨田区押上3-36-9　ｒａｋｕｎａ　ｉｎｎ　虹　ｎｉｚｉ～ｏｓｈｉａｇｅ２,070-7475-5217
ＨＯＴＥＬ　Ｂｅｒｕｈｉｇｅｎ　Ｔｏｋｙｏ　＾,190254,,,35.7154525,139.8157222,東京都墨田区押上2-35-1　ＨＯＴＥＬ　Ｂｅｒｕｈｉｇｅｎ　Ｔｏｋｙｏ,03-6824-6452
ｓｋｙｔｒｅｅ　ｈｏｕｓｅ　＾,186877,,,35.7140032,139.818883,東京都墨田区京島2-3-7　ｓｋｙｔｒｅｅｈｏｕｓｅ,090-4723-5295
３階建て３ＬＤＫ・１１２ｍ２　＾,185657,,,35.7174803,139.8134774,東京都墨田区向島4-13-27　ＨＯＴＥＬ　Ｌａ　ｅｓｔ　Ｍａｉｓｏｎ　ＳＵＭＩＤＡ,080-3686-8429
★☆新しい宿泊の形☆★　Ｈｏｔｅｌ　Ｃｌａｓｓｙ　Ｓｋｙｔｒｅｅ　＾,184971,,,35.7177681,139.812718,東京都墨田区向島5-38-10,080-8854-9854
押上駅（スカイツリー）徒歩１０分　曳舟駅徒歩５分　テレワークにも最適な一軒家／民泊,174127,,,35.71533678,139.8180677,東京都墨田区京島1-10-2,090-1035-4333
Ｌｉｌｙ　Ｓｕｍｉｄａ／民泊,186580,,,35.7146528,139.8188031,東京都墨田区京島1-19-1　トウセンハイツ京島206,03-6231-0330
浅草もすぐ！最大１０名貸切３階建て！スカイツリーまで徒歩１０分！全室Ｃｈｒｏｍｅｃａｓｔ完備　＾,195016,,,35.7107578,139.8206118,東京都墨田区文花1-14-1,080-9067-0007
アーバンステイ押上,182099,,,35.7092143,139.8207217,東京都墨田区文花1-10-1,03-6905-6825
Ｏｒｉｇａｍｉ　Ｒｅｓｉｄｅｎｔｉａｌ　Ｓｕｉｔｅ　－　Ｔｏｋｙｏ　Ａｓａｋｕｓａ　Ｓｋｙｔｒ／民泊,169199,,,35.717379,139.8163369,東京都墨田区東向島2-19-3　曳舟戸建,03-4405-2361
